performance_id,pgs_id,sampleset_id,reported_trait,ancestry_display,train_bucket,auc,ci_source,cohort_txt,note
PPM023274,PGS005358,PSS012151,Ischemic stroke,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023275,PGS005359,PSS012151,Ischemic stroke,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023276,PGS005360,PSS012151,Ischemic stroke,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023277,PGS005361,PSS012151,Ischemic stroke,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023278,PGS005362,PSS012151,Ischemic stroke,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023279,PGS005358,PSS012151,End-stage diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023280,PGS005359,PSS012151,End-stage diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023281,PGS005360,PSS012151,End-stage diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023282,PGS005361,PSS012151,End-stage diabetic nephropathy,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023283,PGS005362,PSS012151,End-stage diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023284,PGS005358,PSS012151,Diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023285,PGS005359,PSS012151,Diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023286,PGS005360,PSS012151,Diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023287,PGS005361,PSS012151,Diabetic retinopathy,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023288,PGS005362,PSS012151,Diabetic retinopathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023289,PGS005358,PSS012151,Diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023290,PGS005359,PSS012151,Diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023291,PGS005360,PSS012151,Diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023292,PGS005361,PSS012151,Diabetic nephropathy,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023293,PGS005362,PSS012151,Diabetic nephropathy,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023294,PGS005358,PSS012151,Cardiovascular disease,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023295,PGS005359,PSS012151,Cardiovascular disease,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023296,PGS005360,PSS012151,Cardiovascular disease,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023297,PGS005361,PSS012151,Cardiovascular disease,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023298,PGS005362,PSS012151,Cardiovascular disease,Hispanic or Latin American,Train: Multi excl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023299,PGS005363,PSS012149,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.803544575725027,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023300,PGS005364,PSS012149,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.803544575725027,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023301,PGS005365,PSS012149,Type 2 diabetes,East Asian,Train: East Asian-only,0.803544575725027,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023302,PGS005366,PSS012149,Type 2 diabetes,East Asian,Train: Multi incl. EUR,0.803544575725027,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023303,PGS005367,PSS012149,Type 2 diabetes,East Asian,Train: Multi excl. EUR,0.803544575725027,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023334,PGS005368,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023335,PGS005369,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023336,PGS005370,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023337,PGS005371,PSS012150,Type 2 diabetes,European,Train: European-only,0.757096822406426,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023338,PGS005372,PSS012150,Type 2 diabetes,European,Train: Multi incl. EUR,0.757096822406426,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023354,PGS005368,PSS012150,Proliferative diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023355,PGS005369,PSS012150,Proliferative diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023356,PGS005370,PSS012150,Proliferative diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023357,PGS005371,PSS012150,Proliferative diabetic retinopathy,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023358,PGS005372,PSS012150,Proliferative diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023359,PGS005368,PSS012150,Ischemic stroke,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023360,PGS005369,PSS012150,Ischemic stroke,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023361,PGS005370,PSS012150,Ischemic stroke,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023362,PGS005371,PSS012150,Ischemic stroke,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023363,PGS005372,PSS012150,Ischemic stroke,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023364,PGS005368,PSS012150,End-stage diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023365,PGS005369,PSS012150,End-stage diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023366,PGS005370,PSS012150,End-stage diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023367,PGS005371,PSS012150,End-stage diabetic nephropathy,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023368,PGS005372,PSS012150,End-stage diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023369,PGS005368,PSS012150,Diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023370,PGS005369,PSS012150,Diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023371,PGS005370,PSS012150,Diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023372,PGS005371,PSS012150,Diabetic retinopathy,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023373,PGS005372,PSS012150,Diabetic retinopathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023374,PGS005368,PSS012150,Diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023375,PGS005369,PSS012150,Diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023376,PGS005370,PSS012150,Diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023377,PGS005371,PSS012150,Diabetic nephropathy,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023378,PGS005372,PSS012150,Diabetic nephropathy,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023379,PGS005368,PSS012150,Cardiovascular disease,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023380,PGS005369,PSS012150,Cardiovascular disease,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023381,PGS005370,PSS012150,Cardiovascular disease,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023382,PGS005371,PSS012150,Cardiovascular disease,European,Train: European-only,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023383,PGS005372,PSS012150,Cardiovascular disease,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023389,PGS005373,PSS012147,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.801444788441692,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023390,PGS005374,PSS012147,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.801444788441692,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023391,PGS005375,PSS012147,Type 2 diabetes,South Asian,Train: Multi excl. EUR,0.801444788441692,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023392,PGS005376,PSS012147,Type 2 diabetes,South Asian,Train: Multi incl. EUR,0.801444788441692,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023393,PGS005377,PSS012147,Type 2 diabetes,South Asian,Train: South Asian-only,0.801444788441692,inferred_hm,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023414,PGS005378,PSS012175,breast cancer risk,African,Train: African-only,0.608,reported_native_or_parsed,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM023415,PGS005379,PSS012175,breast cancer risk,African,Train: African-only,0.602,reported_native_or_parsed,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030616,PGS005168,PSS012204,Atrial Fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030617,PGS012531,PSS012204,Atrial Fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030618,PGS012532,PSS012204,Atrial Fibrillation,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030619,PGS005168,PSS012206,Atrial Fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030620,PGS012531,PSS012206,Atrial Fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030621,PGS012533,PSS012206,Atrial Fibrillation,Hispanic or Latin American,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030622,PGS005168,PSS012207,Atrial Fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030623,PGS012531,PSS012207,Atrial Fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030624,PGS012534,PSS012207,Atrial Fibrillation,African,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030625,PGS005168,PSS012208,Atrial Fibrillation,South Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030626,PGS012531,PSS012208,Atrial Fibrillation,South Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030627,PGS012535,PSS012208,Atrial Fibrillation,South Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030628,PGS005168,PSS012209,Atrial Fibrillation,East Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030629,PGS012531,PSS012209,Atrial Fibrillation,East Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030630,PGS012536,PSS012209,Atrial Fibrillation,East Asian,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030680,PGS012555,PSS012236,type 1 diabetes,European,Train: Multi incl. EUR,0.821,reported_native_or_parsed,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030681,PGS012555,PSS012237,type 1 diabetes,Hispanic or Latin American,Train: Multi incl. EUR,0.688,reported_native_or_parsed,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030682,PGS012555,PSS012235,type 1 diabetes,African,Train: Multi incl. EUR,0.652,reported_native_or_parsed,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM030683,PGS012555,PSS012238,type 1 diabetes,African,Train: Multi incl. EUR,0.752,reported_native_or_parsed,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM038158,PGS019958,PSS013851,HbA1c in G6PD non-carriets,European,Train: Multi incl. EUR,NA,none,AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
PPM038164,PGS019958,PSS013852,Diabetic retinopathy in diabetes,European,Train: Multi incl. EUR,NA,none,UKB|AllofUs,Catalog evaluation whose cohort is All of Us; not the manuscript All of Us analysis
