catalog_snapshot,trait_label,trained_bucket,target_ancestry,side,evaluation_ancestry,pgs_id,pgs_name,dev_method,n_variants,performance_id,sampleset_id,auc,estimate_ci_lower,estimate_ci_upper,ci_source,n_individuals,n_cases,n_controls,pct_male,covariates_txt,cohort_txt,or_txt,hr_txt,catalog_all_of_us
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS002671,disease_T2D.PolyFun-pred,PolyFun-pred,258382,PPM021424,PSS011737,0.704,0.699,0.708,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.55 [1.52,1.59]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS002671,disease_T2D.PolyFun-pred,PolyFun-pred,258382,PPM021627,PSS011749,0.721,0.706,0.736,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.61 [1.51,1.72]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS002771,Type_2_diabetes_prscs,PRS-CS,1091608,PPM021411,PSS011737,0.735,0.73,0.74,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.89 [1.85,1.94]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS002771,Type_2_diabetes_prscs,PRS-CS,1091608,PPM021622,PSS011749,0.742,0.728,0.757,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.85 [1.73,1.99]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS002780,GTG_T2D_SCT,Stacked clumping and thresholding (SCT),419209,PPM021430,PSS011737,0.694,0.689,0.699,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.46 [1.42,1.49]",NA,TRUE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS002780,GTG_T2D_SCT,Stacked clumping and thresholding (SCT),419209,PPM021634,PSS011749,0.713,0.698,0.729,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.53 [1.43,1.63]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS004106,pt_clump.auto.GCST004773.T2D,pt_clump.auto,35,PPM019299,PSS011225,0.56402768,0.55881253,0.56924282,reported_native_or_parsed,199274,12344,186930,NA,0,EB,"1.25412833 [1.23159004,1.27707908]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS004106,pt_clump.auto.GCST004773.T2D,pt_clump.auto,35,PPM019300,PSS011236,0.56765826,0.56515777,0.57015874,reported_native_or_parsed,377408,59345,318063,NA,0,FinnGen,"1.27060399 [1.2594811,1.28182511]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS004106,pt_clump.auto.GCST004773.T2D,pt_clump.auto,35,PPM019302,PSS011265,0.57537395,0.56607472,0.58467319,reported_native_or_parsed,66865,3861,63004,NA,0,HUNT,"1.30688413 [1.26507981,1.35006987]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,European,European,PGS004106,pt_clump.auto.GCST004773.T2D,pt_clump.auto,35,PPM019304,PSS011278,0.57938532,0.5719205,0.58685014,reported_native_or_parsed,90274,5937,84337,NA,0,UKB,"1.32877401 [1.29422201,1.36424846]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS004106,pt_clump.auto.GCST004773.T2D,pt_clump.auto,35,PPM019301,PSS011249,0.54708512,0.5396201,0.55455013,reported_native_or_parsed,44057,6630,37427,NA,0,G&H,"1.18560489 [1.15490323,1.21712273]",NA,FALSE
20260923,Type 2 diabetes,Train: European-only,South Asian,Target,South Asian,PGS004106,pt_clump.auto.GCST004773.T2D,pt_clump.auto,35,PPM019303,PSS011291,0.55908368,0.54504874,0.57311861,reported_native_or_parsed,9326,2066,7260,NA,0,UKB,"1.25033449 [1.19003292,1.31369168]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,African,European,European,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021088,PSS011518,0.77,0.76,0.78,reported_native_or_parsed,22306,3646,18660,NA,"age, sex, 10 principal components",AllofUs,"2.33 [2.23,2.43]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,African,Target,African,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021085,PSS011514,0.76,0.74,0.77,reported_native_or_parsed,7010,2004,5006,NA,"age, sex, 10 principal components",AllofUs,"1.43 [1.35,1.52]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,African,Target,African,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021090,PSS011515,0.75,0.74,0.75,reported_native_or_parsed,7010,2004,5006,NA,"age, sex, 10 principal components",AllofUs,"1.93 [1.87,1.99]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,East Asian,European,European,PGS003443,PRScsx_T2D_LAT_EURweights,PRS-CSx,1092496,PPM021412,PSS011737,0.731,0.726,0.736,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.86 [1.82,1.9]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,East Asian,Target,East Asian,PGS003443,PRScsx_T2D_LAT_EURweights,PRS-CSx,1092496,PPM021599,PSS011745,0.738,0.684,0.791,reported_native_or_parsed,1432,76,1356,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.8 [1.4,2.32]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,East Asian,European,European,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021088,PSS011518,0.77,0.76,0.78,reported_native_or_parsed,22306,3646,18660,NA,"age, sex, 10 principal components",AllofUs,"2.33 [2.23,2.43]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,East Asian,Target,East Asian,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021087,PSS011517,0.84,0.79,0.9,reported_native_or_parsed,663,100,563,NA,"age, sex, 10 principal components",AllofUs,"1.8 [1.4,2.32]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS002308,PRScsx_T2D,PRS-CSx,1259754,PPM013064,PSS009677,0.793,0.7869718277088381,0.7989011796442494,inferred_hm,54793,8389,46404,NA,"age, sex, top 10 PCs, study site",eMERGE,"1.96 [1.91,2.02]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS002308,PRScsx_T2D,PRS-CSx,1259754,PPM013066,PSS009678,0.851,0.8328335851663495,0.8675062926549698,inferred_hm,2374,868,1506,NA,"age, sex, top 10 PCs, study site",eMERGE,"2.08 [1.84,2.35]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS003443,PRScsx_T2D_LAT_EURweights,PRS-CSx,1092496,PPM021412,PSS011737,0.731,0.726,0.736,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.86 [1.82,1.9]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS003443,PRScsx_T2D_LAT_EURweights,PRS-CSx,1092496,PPM021488,PSS011736,0.78,0.773,0.786,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.77 [1.71,1.84]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS003867,T2D_PRScs_ARB,PRS-CS,1068166,PPM021415,PSS011737,0.73,0.725,0.735,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.84 [1.8,1.88]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS003867,T2D_PRScs_ARB,PRS-CS,1068166,PPM021492,PSS011736,0.776,0.769,0.783,reported_native_or_parsed,33652,4033,29619,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.72 [1.65,1.78]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021088,PSS011518,0.77,0.76,0.78,reported_native_or_parsed,22306,3646,18660,NA,"age, sex, 10 principal components",AllofUs,"2.33 [2.23,2.43]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021086,PSS011516,0.84,0.82,0.86,reported_native_or_parsed,5382,1325,4057,NA,"age, sex, 10 principal components",AllofUs,"2.09 [1.92,2.27]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,European,European,PGS005242,T2D_PRS_PRS_CSx_META_T,PRS-CSx,1257036,PPM022723,PSS012060,0.761,0.754,0.769,reported_native_or_parsed,22063,4076,17987,17.1,"age, sex, BMI, sub-study, and first 10 PCs",PAGE,"1.78 [1.7,1.87]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Hispanic or Latin American,Target,Hispanic or Latin American,PGS005242,T2D_PRS_PRS_CSx_META_T,PRS-CSx,1257036,PPM022721,PSS012061,0.753,0.747,0.759,reported_native_or_parsed,22647,9441,13206,36.8,"age, sex, BMI, sub-study, and first 10 PCs",PAGE,"1.86 [1.8,1.92]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Middle Eastern or North African,European,European,PGS003867,T2D_PRScs_ARB,PRS-CS,1068166,PPM021415,PSS011737,0.73,0.725,0.735,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.84 [1.8,1.88]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,Middle Eastern or North African,Target,Middle Eastern or North African,PGS003867,T2D_PRScs_ARB,PRS-CS,1068166,PPM018759,PSS011097,0.7384,0.7194,0.7574,reported_native_or_parsed,2669,NA,NA,NA,"age, sex, array version, and the first 10 principal components of ancestry",NA,"1.83 [1.74,1.92]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,South Asian,European,European,PGS003443,PRScsx_T2D_LAT_EURweights,PRS-CSx,1092496,PPM021412,PSS011737,0.731,0.726,0.736,reported_native_or_parsed,109021,10069,98952,NA,"Age at baseline, sex (PGS adjusted for 20 PCs prior to model fitting)",AllofUs,"1.86 [1.82,1.9]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS003443,PRScsx_T2D_LAT_EURweights,PRS-CSx,1092496,PPM021618,PSS011749,0.746,0.732,0.761,reported_native_or_parsed,6992,1253,5739,NA,"Age at baseline, sex assessment centre (PGS adjusted for 20 PCs prior to model fitting)",UKB,"1.91 [1.78,2.05]",NA,FALSE
20260923,Type 2 diabetes,Train: Multi incl. EUR,South Asian,European,European,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021088,PSS011518,0.77,0.76,0.78,reported_native_or_parsed,22306,3646,18660,NA,"age, sex, 10 principal components",AllofUs,"2.33 [2.23,2.43]",NA,TRUE
20260923,Type 2 diabetes,Train: Multi incl. EUR,South Asian,Target,South Asian,PGS004859,T2D_PRS_CS,PRS-CS,1108235,PPM021089,PSS011519,0.88,0.81,0.95,reported_native_or_parsed,323,88,235,NA,"age, sex, 10 principal components",AllofUs,"2.28 [1.64,3.16]",NA,TRUE
