performance_id,pgs_id,sampleset_id,reported_trait,auc_parsed_single,auc_parsed_ci_lower,auc_parsed_ci_upper,auc_native,ci_native_lower,ci_native_upper,auc_native_evaldf,ci_native_lower_evaldf,ci_native_upper_evaldf,auc_native_any,ci_native_lower_any,ci_native_upper_any,auc_single,reported_ci_lower,reported_ci_upper,auc,estimate_ci_lower,estimate_ci_upper,ancestry_eval,train_bucket
PPM023032,PGS005312,PSS012093,Severe psoriasis (BSTOP) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023033,PGS005311,PSS012097,Severe psoriasis (Novartis) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023033,PGS005311,PSS012097,Severe psoriasis (Novartis) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023034,PGS005312,PSS012097,Severe psoriasis (Novartis) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023034,PGS005312,PSS012097,Severe psoriasis (Novartis) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023036,PGS005314,PSS012101,T2D,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,0.74,NA,NA,African,Train: African-only
PPM023037,PGS005314,PSS012102,T2D,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,0.63,NA,NA,African,Train: African-only
PPM023038,PGS005314,PSS012100,T2D,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,0.74,NA,NA,African,Train: African-only
PPM023039,PGS003725,PSS012103,Plaque presence (on coronary computed tomography angiography),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM023039,PGS003725,PSS012103,Plaque presence (on coronary computed tomography angiography),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM023039,PGS003725,PSS012103,Plaque presence (on coronary computed tomography angiography),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM023040,PGS003725,PSS012103,Stenosis over 50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM023040,PGS003725,PSS012103,Stenosis over 50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM023040,PGS003725,PSS012103,Stenosis over 50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM023041,PGS003725,PSS012103,Visible non calcified plaque or with vulnerable features,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM023041,PGS003725,PSS012103,Visible non calcified plaque or with vulnerable features,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM023041,PGS003725,PSS012103,Visible non calcified plaque or with vulnerable features,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM023042,PGS002654,PSS012103,Plaque presence (on coronary computed tomography angiography),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023042,PGS002654,PSS012103,Plaque presence (on coronary computed tomography angiography),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM023042,PGS002654,PSS012103,Plaque presence (on coronary computed tomography angiography),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM023043,PGS002654,PSS012103,partially calcified plaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023043,PGS002654,PSS012103,partially calcified plaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM023043,PGS002654,PSS012103,partially calcified plaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: European-only
PPM023044,PGS000021,PSS012104,Diabetes outcome (taking insulin),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023044,PGS000021,PSS012104,Diabetes outcome (taking insulin),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023045,PGS000021,PSS012104,Diabetes outcome (DKA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023045,PGS000021,PSS012104,Diabetes outcome (DKA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023046,PGS000021,PSS012104,Diabetes outcome (Hypoglycemia diagnosis at ED),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023046,PGS000021,PSS012104,Diabetes outcome (Hypoglycemia diagnosis at ED),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023047,PGS000021,PSS012104,Diabetes outcome (Outpatient glucose <50 mg/dL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023047,PGS000021,PSS012104,Diabetes outcome (Outpatient glucose <50 mg/dL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023048,PGS000021,PSS012104,Diabetes outcome (Years to insulin),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023048,PGS000021,PSS012104,Diabetes outcome (Years to insulin),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023049,PGS000021,PSS012104,Diabetes outcome (HbA1c at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023049,PGS000021,PSS012104,Diabetes outcome (HbA1c at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023050,PGS000021,PSS012104,Diabetes outcome (BMI at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023050,PGS000021,PSS012104,Diabetes outcome (BMI at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023051,PGS000021,PSS012104,Total cholesterol-HDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023051,PGS000021,PSS012104,Total cholesterol-HDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023052,PGS000021,PSS012104,Chronic kidney disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023052,PGS000021,PSS012104,Chronic kidney disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023053,PGS000021,PSS012104,Atrial fibrillation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023053,PGS000021,PSS012104,Atrial fibrillation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM023056,PGS005316,PSS012106,Incident heart failure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023057,PGS005316,PSS012106,Coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023058,PGS005316,PSS012106,Discontinuation of dCCB prescribing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023059,PGS005315,PSS012106,Incident heart failure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023060,PGS005315,PSS012106,Discontinuation of dCCB prescribing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023061,PGS005320,PSS012106,Incident heart failure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023062,PGS005320,PSS012106,Coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023063,PGS005321,PSS012106,Discontinuation of dCCB prescribing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023064,PGS005317,PSS012106,Discontinuation of dCCB prescribing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023065,PGS005318,PSS012106,Chronic kidney disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023066,PGS005319,PSS012106,Incident heart failure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023067,PGS000004,PSS012107,Breast cancer,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596,NA,NA,0.596,NA,NA,European,Train: European-only
PPM023068,PGS000007,PSS012107,Breast cancer,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,0.603,NA,NA,European,Train: European-only
PPM023069,PGS005322,PSS012110,Incident CAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM023070,PGS005322,PSS012110,Incident CAD x LDL-C (150 mg/dl) interaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM023071,PGS005322,PSS012109,Incident CAD in placebo arm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM023072,PGS005322,PSS012109,myocardial infarction or coronary revascularization in placebo arm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM023073,PGS005322,PSS012108,major vascular events in placebo arm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi excl. EUR
PPM023074,PGS005323,PSS012111,incident idiopathic pulmonary fibrosis cases,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,0.77,NA,NA,European,Train: European-only
PPM023075,PGS005325,PSS012112,Incident Type 2 Diabetes Mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023076,PGS005324,PSS012112,Incident Type 2 Diabetes Mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023078,PGS005103,PSS012129,Obesity (BMI≥25),0.729023652365236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729023652365236,NA,NA,0.729023652365236,NA,NA,East Asian,Train: Multi incl. EUR
PPM023079,PGS005331,PSS012132,Obesity (BMI≥30),0.727728176155939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727728176155939,NA,NA,0.727728176155939,NA,NA,European,Train: Multi incl. EUR
PPM023080,PGS005332,PSS012135,Obesity (BMI≥30),0.726748449438854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726748449438854,NA,NA,0.726748449438854,NA,NA,South Asian,Train: Multi incl. EUR
PPM023082,PGS005103,PSS012128,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM023083,PGS005331,PSS012131,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM023084,PGS005332,PSS012134,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM023086,PGS005338,PSS012129,Obesity (BMI≥25),0.730742574257426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.730742574257426,NA,NA,0.730742574257426,NA,NA,East Asian,Train: Multi incl. EUR
PPM023087,PGS005339,PSS012132,Obesity (BMI≥30),0.724897588993824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.724897588993824,NA,NA,0.724897588993824,NA,NA,European,Train: Multi incl. EUR
PPM023088,PGS005340,PSS012135,Obesity (BMI≥30),0.726332047072383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726332047072383,NA,NA,0.726332047072383,NA,NA,South Asian,Train: Multi incl. EUR
PPM023090,PGS005338,PSS012128,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM023091,PGS005339,PSS012131,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM023092,PGS005340,PSS012134,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM023094,PGS005331,PSS012114,Obesity (BMI≥30),0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,0.678,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023095,PGS005103,PSS012115,Obesity (BMI≥25),0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,0.75,NA,NA,East Asian,Train: Multi incl. EUR
PPM023096,PGS005331,PSS012116,Obesity (BMI≥30),0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706,NA,NA,0.706,NA,NA,European,Train: Multi incl. EUR
PPM023097,PGS005331,PSS012117,Obesity (BMI≥30),0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721,NA,NA,0.721,NA,NA,Middle Eastern or North African,Train: Multi incl. EUR
PPM023098,PGS005332,PSS012118,Obesity (BMI≥30),0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,0.726,NA,NA,South Asian,Train: Multi incl. EUR
PPM023100,PGS005331,PSS012121,Obesity (BMI≥30),0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.746,NA,NA,0.746,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023101,PGS005103,PSS012122,Obesity (BMI≥25),0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,NA,NA,0.729,NA,NA,East Asian,Train: Multi incl. EUR
PPM023102,PGS005331,PSS012123,Obesity (BMI≥30),0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,0.72,NA,NA,European,Train: Multi incl. EUR
PPM023103,PGS005332,PSS012124,Obesity (BMI≥30),0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,0.785,NA,NA,South Asian,Train: Multi incl. EUR
PPM023104,PGS005331,PSS012119,Obesity (BMI≥30),0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,0.674,NA,NA,Middle Eastern or North African,Train: Multi incl. EUR
PPM023106,PGS005331,PSS012114,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023107,PGS005103,PSS012115,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM023108,PGS005331,PSS012116,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM023109,PGS005331,PSS012117,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Eastern or North African,Train: Multi incl. EUR
PPM023110,PGS005332,PSS012118,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM023112,PGS005331,PSS012121,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023113,PGS005103,PSS012122,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM023114,PGS005331,PSS012123,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM023115,PGS005332,PSS012124,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Asian,Train: Multi incl. EUR
PPM023116,PGS005331,PSS012119,Log transform of body mass index [log(BMI)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Eastern or North African,Train: Multi incl. EUR
PPM023118,PGS005334,PSS012130,Type 2 diabetes (T2D),0.772223715020537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772223715020537,NA,NA,0.772223715020537,NA,NA,East Asian,Train: Multi incl. EUR
PPM023119,PGS005335,PSS012133,Type 2 diabetes (T2D),0.745493508581762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745493508581762,NA,NA,0.745493508581762,NA,NA,European,Train: Multi incl. EUR
PPM023120,PGS005336,PSS012136,Type 2 diabetes (T2D),0.720068773052495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.720068773052495,NA,NA,0.720068773052495,NA,NA,South Asian,Train: Multi incl. EUR
PPM023122,PGS005342,PSS012130,Type 2 diabetes (T2D),0.777997005873095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777997005873095,NA,NA,0.777997005873095,NA,NA,East Asian,Train: Multi incl. EUR
PPM023123,PGS005343,PSS012133,Type 2 diabetes (T2D),0.734544774418561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734544774418561,NA,NA,0.734544774418561,NA,NA,European,Train: Multi incl. EUR
PPM023124,PGS005344,PSS012136,Type 2 diabetes (T2D),0.715952831685363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715952831685363,NA,NA,0.715952831685363,NA,NA,South Asian,Train: Multi incl. EUR
PPM023126,PGS005335,PSS012114,Type 2 diabetes (T2D),0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA,0.767,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023127,PGS005334,PSS012115,Type 2 diabetes (T2D),0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,NA,NA,0.807,NA,NA,East Asian,Train: Multi incl. EUR
PPM023128,PGS005335,PSS012116,Type 2 diabetes (T2D),0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727,NA,NA,0.727,NA,NA,European,Train: Multi incl. EUR
PPM023129,PGS005335,PSS012117,Type 2 diabetes (T2D),0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778,NA,NA,0.778,NA,NA,Middle Eastern or North African,Train: Multi incl. EUR
PPM023130,PGS005336,PSS012118,Type 2 diabetes (T2D),0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA,0.839,NA,NA,South Asian,Train: Multi incl. EUR
PPM023132,PGS005335,PSS012121,Type 2 diabetes (T2D),0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,NA,NA,0.807,NA,NA,Hispanic or Latin American,Train: Multi incl. EUR
PPM023133,PGS005334,PSS012122,Type 2 diabetes (T2D),0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836,NA,NA,0.836,NA,NA,East Asian,Train: Multi incl. EUR
PPM023134,PGS005335,PSS012123,Type 2 diabetes (T2D),0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,0.744,NA,NA,European,Train: Multi incl. EUR
PPM023135,PGS005336,PSS012124,Type 2 diabetes (T2D),0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834,NA,NA,0.834,NA,NA,South Asian,Train: Multi incl. EUR
PPM023136,PGS005335,PSS012119,Type 2 diabetes (T2D),0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,0.74,NA,NA,Middle Eastern or North African,Train: Multi incl. EUR
PPM023137,PGS005345,PSS012140,Breast Carcinoma,0.641,0.632,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641,0.632,0.651,0.641,0.632,0.651,European,Train: European-only
PPM023138,PGS005346,PSS012140,Breast Carcinoma,0.663,0.654,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663,0.654,0.673,0.663,0.654,0.673,European,Train: European-only
PPM023139,PGS005347,PSS012140,Breast Carcinoma,0.658,0.649,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658,0.649,0.668,0.658,0.649,0.668,European,Train: European-only
PPM023140,PGS005348,PSS012140,Breast Carcinoma,0.663,0.654,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663,0.654,0.673,0.663,0.654,0.673,European,Train: European-only
PPM023141,PGS005349,PSS012140,Breast Carcinoma,0.639,0.63,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639,0.63,0.649,0.639,0.63,0.649,European,Train: European-only
PPM023142,PGS005345,PSS012138,Breast Carcinoma,0.637,0.598,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637,0.598,0.677,0.637,0.598,0.677,European,Train: European-only
PPM023143,PGS005346,PSS012138,Breast Carcinoma,0.658,0.619,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658,0.619,0.697,0.658,0.619,0.697,European,Train: European-only
PPM023144,PGS005347,PSS012138,Breast Carcinoma,0.662,0.622,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662,0.622,0.701,0.662,0.622,0.701,European,Train: European-only
PPM023145,PGS005348,PSS012138,Breast Carcinoma,0.65,0.611,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.611,0.69,0.65,0.611,0.69,European,Train: European-only
PPM023146,PGS005349,PSS012138,Breast Carcinoma,0.647,0.607,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647,0.607,0.686,0.647,0.607,0.686,European,Train: European-only
PPM023147,PGS005345,PSS012137,Breast Carcinoma,0.658,0.619,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658,0.619,0.697,0.658,0.619,0.697,European,Train: European-only
PPM023148,PGS005346,PSS012137,Breast Carcinoma,0.683,0.644,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683,0.644,0.722,0.683,0.644,0.722,European,Train: European-only
PPM023149,PGS005347,PSS012137,Breast Carcinoma,0.673,0.634,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673,0.634,0.712,0.673,0.634,0.712,European,Train: European-only
PPM023150,PGS005348,PSS012137,Breast Carcinoma,0.666,0.627,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666,0.627,0.706,0.666,0.627,0.706,European,Train: European-only
PPM023151,PGS005349,PSS012137,Breast Carcinoma,0.727,0.692,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727,0.692,0.762,0.727,0.692,0.762,European,Train: European-only
PPM023152,PGS005345,PSS012139,Breast Carcinoma,0.626,0.517,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626,0.517,0.735,0.626,0.517,0.735,African,Train: European-only
PPM023153,PGS005346,PSS012139,Breast Carcinoma,0.592,0.479,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592,0.479,0.705,0.592,0.479,0.705,African,Train: European-only
PPM023154,PGS005347,PSS012139,Breast Carcinoma,0.598,0.483,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,0.483,0.713,0.598,0.483,0.713,African,Train: European-only
PPM023155,PGS005348,PSS012139,Breast Carcinoma,0.607,0.501,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,0.501,0.713,0.607,0.501,0.713,African,Train: European-only
PPM023156,PGS005349,PSS012139,Breast Carcinoma,0.605,0.483,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,0.483,0.727,0.605,0.483,0.727,African,Train: European-only
